year,region_id,voltage_kv,scheme_code,evidence_grade,action_mode,status,status_reason,capacity_base_mva,positive_peak_base_mw,clr_model_base,clr_official_reference,expansion_delta_mva,storage_modules,expansion_capex_wanyuan,storage_capex_wanyuan,capex_wanyuan,eac_wanyuan_per_year,clr_after,a_expansion_limit_mva,strict_stock_R_le_2_status,selected_candidate_ids,asset_scope_id,quality_notes,source_ref,source_version,transformation,scenario_id,quality_flag,source_sha256
2024,QX-00003,35,SCHEME_B,EVIDENCE_C,ACTION_EXPANSION_ONLY,infeasible,BDZ-00268:,302.0,111.634771,2.70525032026088,2.71,,,,,,,,0.0,infeasible_due_to_inherited_stock,[],historical_2024_reference_static,diagnostic replay: cross-year hourly sheet and 2024 anomaly review required; 2025 asset/cost scope reused as marked,近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,"canonicalize scheme/evidence codes and compare expansion-only, storage-only and combined options",annual_2024_scheme_action_mode,annual_diagnostic_or_formal_2025_gate,55c46d6ed7dd97a2ecabfffe782857bf0f6c412edb887225dd495ae8c2703f0c
2024,QX-00003,35,SCHEME_B,EVIDENCE_C,ACTION_STORAGE_ONLY,feasible,feasible,302.0,111.634771,2.70525032026088,2.71,0.0,88.0,1860.220896,,1860.220896,308.55104184,2.70525032026088,0.0,infeasible_due_to_inherited_stock,[],historical_2024_reference_static,diagnostic replay: cross-year hourly sheet and 2024 anomaly review required; 2025 asset/cost scope reused as marked,近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,"canonicalize scheme/evidence codes and compare expansion-only, storage-only and combined options",annual_2024_scheme_action_mode,annual_diagnostic_or_formal_2025_gate,55c46d6ed7dd97a2ecabfffe782857bf0f6c412edb887225dd495ae8c2703f0c
2024,QX-00003,35,SCHEME_C0,EVIDENCE_C,ACTION_NONE,noncompliant,BDZ-00268:empirical_central:storage_power_insufficient_for_reverse_limit;BDZ-00294:empirical_central:storage_power_insufficient_for_reverse_limit,302.0,111.634771,2.70525032026088,2.71,0.0,0.0,0.0,,0.0,0.0,2.70525032026088,0.0,infeasible_due_to_inherited_stock,[],historical_2024_reference_static,diagnostic replay: cross-year hourly sheet and 2024 anomaly review required; 2025 asset/cost scope reused as marked,近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,"canonicalize scheme/evidence codes and compare expansion-only, storage-only and combined options",annual_2024_scheme_action_mode,annual_diagnostic_or_formal_2025_gate,55c46d6ed7dd97a2ecabfffe782857bf0f6c412edb887225dd495ae8c2703f0c
2024,QX-00004,35,SCHEME_A,EVIDENCE_C,ACTION_COMBINED_EXPANSION_STORAGE,infeasible,BDZ-00287:storage_required_but_no_available_connection_bay,250.0,99.858544,2.5035414095362736,2.5,,,,,,,,0.0,infeasible_due_to_inherited_stock,[],historical_2024_reference_static,diagnostic replay: cross-year hourly sheet and 2024 anomaly review required; 2025 asset/cost scope reused as marked,近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,"canonicalize scheme/evidence codes and compare expansion-only, storage-only and combined options",annual_2024_scheme_action_mode,annual_diagnostic_or_formal_2025_gate,55c46d6ed7dd97a2ecabfffe782857bf0f6c412edb887225dd495ae8c2703f0c
2024,QX-00004,35,SCHEME_A,EVIDENCE_C,ACTION_EXPANSION_ONLY,infeasible,BDZ-00263:,250.0,99.858544,2.5035414095362736,2.5,,,,,,,,0.0,infeasible_due_to_inherited_stock,[],historical_2024_reference_static,diagnostic replay: cross-year hourly sheet and 2024 anomaly review required; 2025 asset/cost scope reused as marked,近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,"canonicalize scheme/evidence codes and compare expansion-only, storage-only and combined options",annual_2024_scheme_action_mode,annual_diagnostic_or_formal_2025_gate,55c46d6ed7dd97a2ecabfffe782857bf0f6c412edb887225dd495ae8c2703f0c
2024,QX-00004,35,SCHEME_A,EVIDENCE_C,ACTION_STORAGE_ONLY,infeasible,BDZ-00287:storage_required_but_no_available_connection_bay,250.0,99.858544,2.5035414095362736,2.5,,,,,,,,0.0,infeasible_due_to_inherited_stock,[],historical_2024_reference_static,diagnostic replay: cross-year hourly sheet and 2024 anomaly review required; 2025 asset/cost scope reused as marked,近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,"canonicalize scheme/evidence codes and compare expansion-only, storage-only and combined options",annual_2024_scheme_action_mode,annual_diagnostic_or_formal_2025_gate,55c46d6ed7dd97a2ecabfffe782857bf0f6c412edb887225dd495ae8c2703f0c
2024,QX-00004,35,SCHEME_B,EVIDENCE_C,ACTION_COMBINED_EXPANSION_STORAGE,infeasible,BDZ-00287:storage_required_but_no_available_connection_bay,250.0,99.858544,2.5035414095362736,2.5,,,,,,,,0.0,infeasible_due_to_inherited_stock,[],historical_2024_reference_static,diagnostic replay: cross-year hourly sheet and 2024 anomaly review required; 2025 asset/cost scope reused as marked,近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,"canonicalize scheme/evidence codes and compare expansion-only, storage-only and combined options",annual_2024_scheme_action_mode,annual_diagnostic_or_formal_2025_gate,55c46d6ed7dd97a2ecabfffe782857bf0f6c412edb887225dd495ae8c2703f0c
2024,QX-00004,35,SCHEME_B,EVIDENCE_C,ACTION_EXPANSION_ONLY,infeasible,BDZ-00263:,250.0,99.858544,2.5035414095362736,2.5,,,,,,,,0.0,infeasible_due_to_inherited_stock,[],historical_2024_reference_static,diagnostic replay: cross-year hourly sheet and 2024 anomaly review required; 2025 asset/cost scope reused as marked,近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,"canonicalize scheme/evidence codes and compare expansion-only, storage-only and combined options",annual_2024_scheme_action_mode,annual_diagnostic_or_formal_2025_gate,55c46d6ed7dd97a2ecabfffe782857bf0f6c412edb887225dd495ae8c2703f0c
2024,QX-00004,35,SCHEME_B,EVIDENCE_C,ACTION_STORAGE_ONLY,infeasible,BDZ-00287:storage_required_but_no_available_connection_bay,250.0,99.858544,2.5035414095362736,2.5,,,,,,,,0.0,infeasible_due_to_inherited_stock,[],historical_2024_reference_static,diagnostic replay: cross-year hourly sheet and 2024 anomaly review required; 2025 asset/cost scope reused as marked,近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,"canonicalize scheme/evidence codes and compare expansion-only, storage-only and combined options",annual_2024_scheme_action_mode,annual_diagnostic_or_formal_2025_gate,55c46d6ed7dd97a2ecabfffe782857bf0f6c412edb887225dd495ae8c2703f0c
2024,QX-00004,35,SCHEME_C0,EVIDENCE_C,ACTION_NONE,noncompliant,BDZ-00263:empirical_central:storage_power_insufficient_for_reverse_limit;BDZ-00287:empirical_central:storage_power_insufficient_for_reverse_limit;BDZ-00309:empirical_central:storage_power_insufficient_for_reverse_limit,250.0,99.858544,2.5035414095362736,2.5,0.0,0.0,0.0,,0.0,0.0,2.5035414095362736,0.0,infeasible_due_to_inherited_stock,[],historical_2024_reference_static,diagnostic replay: cross-year hourly sheet and 2024 anomaly review required; 2025 asset/cost scope reused as marked,近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,"canonicalize scheme/evidence codes and compare expansion-only, storage-only and combined options",annual_2024_scheme_action_mode,annual_diagnostic_or_formal_2025_gate,55c46d6ed7dd97a2ecabfffe782857bf0f6c412edb887225dd495ae8c2703f0c
2024,QX-00005,35,SCHEME_A,EVIDENCE_C,ACTION_COMBINED_EXPANSION_STORAGE,infeasible,BDZ-00255:storage_required_but_no_available_connection_bay,263.0,128.361542,2.048900285102527,2.05,,,,,,,,0.0,infeasible_due_to_inherited_stock,[],historical_2024_reference_static,diagnostic replay: cross-year hourly sheet and 2024 anomaly review required; 2025 asset/cost scope reused as marked,近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,"canonicalize scheme/evidence codes and compare expansion-only, storage-only and combined options",annual_2024_scheme_action_mode,annual_diagnostic_or_formal_2025_gate,55c46d6ed7dd97a2ecabfffe782857bf0f6c412edb887225dd495ae8c2703f0c
2024,QX-00005,35,SCHEME_A,EVIDENCE_C,ACTION_EXPANSION_ONLY,infeasible,BDZ-00246:,263.0,128.361542,2.048900285102527,2.05,,,,,,,,0.0,infeasible_due_to_inherited_stock,[],historical_2024_reference_static,diagnostic replay: cross-year hourly sheet and 2024 anomaly review required; 2025 asset/cost scope reused as marked,近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,"canonicalize scheme/evidence codes and compare expansion-only, storage-only and combined options",annual_2024_scheme_action_mode,annual_diagnostic_or_formal_2025_gate,55c46d6ed7dd97a2ecabfffe782857bf0f6c412edb887225dd495ae8c2703f0c
2024,QX-00005,35,SCHEME_A,EVIDENCE_C,ACTION_STORAGE_ONLY,infeasible,BDZ-00255:storage_required_but_no_available_connection_bay,263.0,128.361542,2.048900285102527,2.05,,,,,,,,0.0,infeasible_due_to_inherited_stock,[],historical_2024_reference_static,diagnostic replay: cross-year hourly sheet and 2024 anomaly review required; 2025 asset/cost scope reused as marked,近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,"canonicalize scheme/evidence codes and compare expansion-only, storage-only and combined options",annual_2024_scheme_action_mode,annual_diagnostic_or_formal_2025_gate,55c46d6ed7dd97a2ecabfffe782857bf0f6c412edb887225dd495ae8c2703f0c
2024,QX-00005,35,SCHEME_B,EVIDENCE_C,ACTION_COMBINED_EXPANSION_STORAGE,infeasible,BDZ-00255:storage_required_but_no_available_connection_bay,263.0,128.361542,2.048900285102527,2.05,,,,,,,,0.0,infeasible_due_to_inherited_stock,[],historical_2024_reference_static,diagnostic replay: cross-year hourly sheet and 2024 anomaly review required; 2025 asset/cost scope reused as marked,近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,"canonicalize scheme/evidence codes and compare expansion-only, storage-only and combined options",annual_2024_scheme_action_mode,annual_diagnostic_or_formal_2025_gate,55c46d6ed7dd97a2ecabfffe782857bf0f6c412edb887225dd495ae8c2703f0c
2024,QX-00005,35,SCHEME_B,EVIDENCE_C,ACTION_EXPANSION_ONLY,infeasible,BDZ-00246:,263.0,128.361542,2.048900285102527,2.05,,,,,,,,0.0,infeasible_due_to_inherited_stock,[],historical_2024_reference_static,diagnostic replay: cross-year hourly sheet and 2024 anomaly review required; 2025 asset/cost scope reused as marked,近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,"canonicalize scheme/evidence codes and compare expansion-only, storage-only and combined options",annual_2024_scheme_action_mode,annual_diagnostic_or_formal_2025_gate,55c46d6ed7dd97a2ecabfffe782857bf0f6c412edb887225dd495ae8c2703f0c
2024,QX-00005,35,SCHEME_B,EVIDENCE_C,ACTION_STORAGE_ONLY,infeasible,BDZ-00255:storage_required_but_no_available_connection_bay,263.0,128.361542,2.048900285102527,2.05,,,,,,,,0.0,infeasible_due_to_inherited_stock,[],historical_2024_reference_static,diagnostic replay: cross-year hourly sheet and 2024 anomaly review required; 2025 asset/cost scope reused as marked,近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,"canonicalize scheme/evidence codes and compare expansion-only, storage-only and combined options",annual_2024_scheme_action_mode,annual_diagnostic_or_formal_2025_gate,55c46d6ed7dd97a2ecabfffe782857bf0f6c412edb887225dd495ae8c2703f0c
2024,QX-00005,35,SCHEME_C0,EVIDENCE_C,ACTION_NONE,noncompliant,BDZ-00247:missing_three_scenarios;BDZ-00246:empirical_central:storage_power_insufficient_for_reverse_limit;BDZ-00255:empirical_central:storage_power_insufficient_for_reverse_limit;BDZ-00290:empirical_central:storage_power_insufficient_for_reverse_limit;BDZ-00314:empirical_central:storage_power_insufficient_for_reverse_limit,263.0,128.361542,2.048900285102527,2.05,0.0,0.0,0.0,,0.0,0.0,2.048900285102527,0.0,infeasible_due_to_inherited_stock,[],historical_2024_reference_static,diagnostic replay: cross-year hourly sheet and 2024 anomaly review required; 2025 asset/cost scope reused as marked,近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,"canonicalize scheme/evidence codes and compare expansion-only, storage-only and combined options",annual_2024_scheme_action_mode,annual_diagnostic_or_formal_2025_gate,55c46d6ed7dd97a2ecabfffe782857bf0f6c412edb887225dd495ae8c2703f0c
2024,QX-00007,35,SCHEME_A,EVIDENCE_C,ACTION_COMBINED_EXPANSION_STORAGE,infeasible,no_station_option_input,36.0,13.057754,2.7569825561118706,2.76,,,,,,,,0.0,infeasible_due_to_inherited_stock,[],historical_2024_reference_static,diagnostic replay: cross-year hourly sheet and 2024 anomaly review required; 2025 asset/cost scope reused as marked,近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,"canonicalize scheme/evidence codes and compare expansion-only, storage-only and combined options",annual_2024_scheme_action_mode,annual_diagnostic_or_formal_2025_gate,55c46d6ed7dd97a2ecabfffe782857bf0f6c412edb887225dd495ae8c2703f0c
2024,QX-00007,35,SCHEME_A,EVIDENCE_C,ACTION_EXPANSION_ONLY,infeasible,no_station_option_input,36.0,13.057754,2.7569825561118706,2.76,,,,,,,,0.0,infeasible_due_to_inherited_stock,[],historical_2024_reference_static,diagnostic replay: cross-year hourly sheet and 2024 anomaly review required; 2025 asset/cost scope reused as marked,近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,"canonicalize scheme/evidence codes and compare expansion-only, storage-only and combined options",annual_2024_scheme_action_mode,annual_diagnostic_or_formal_2025_gate,55c46d6ed7dd97a2ecabfffe782857bf0f6c412edb887225dd495ae8c2703f0c
2024,QX-00007,35,SCHEME_A,EVIDENCE_C,ACTION_STORAGE_ONLY,infeasible,no_station_option_input,36.0,13.057754,2.7569825561118706,2.76,,,,,,,,0.0,infeasible_due_to_inherited_stock,[],historical_2024_reference_static,diagnostic replay: cross-year hourly sheet and 2024 anomaly review required; 2025 asset/cost scope reused as marked,近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,"canonicalize scheme/evidence codes and compare expansion-only, storage-only and combined options",annual_2024_scheme_action_mode,annual_diagnostic_or_formal_2025_gate,55c46d6ed7dd97a2ecabfffe782857bf0f6c412edb887225dd495ae8c2703f0c
2024,QX-00007,35,SCHEME_B,EVIDENCE_C,ACTION_COMBINED_EXPANSION_STORAGE,infeasible,no_station_option_input,36.0,13.057754,2.7569825561118706,2.76,,,,,,,,0.0,infeasible_due_to_inherited_stock,[],historical_2024_reference_static,diagnostic replay: cross-year hourly sheet and 2024 anomaly review required; 2025 asset/cost scope reused as marked,近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,"canonicalize scheme/evidence codes and compare expansion-only, storage-only and combined options",annual_2024_scheme_action_mode,annual_diagnostic_or_formal_2025_gate,55c46d6ed7dd97a2ecabfffe782857bf0f6c412edb887225dd495ae8c2703f0c
2024,QX-00007,35,SCHEME_B,EVIDENCE_C,ACTION_EXPANSION_ONLY,infeasible,no_station_option_input,36.0,13.057754,2.7569825561118706,2.76,,,,,,,,0.0,infeasible_due_to_inherited_stock,[],historical_2024_reference_static,diagnostic replay: cross-year hourly sheet and 2024 anomaly review required; 2025 asset/cost scope reused as marked,近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,"canonicalize scheme/evidence codes and compare expansion-only, storage-only and combined options",annual_2024_scheme_action_mode,annual_diagnostic_or_formal_2025_gate,55c46d6ed7dd97a2ecabfffe782857bf0f6c412edb887225dd495ae8c2703f0c
2024,QX-00007,35,SCHEME_B,EVIDENCE_C,ACTION_STORAGE_ONLY,infeasible,no_station_option_input,36.0,13.057754,2.7569825561118706,2.76,,,,,,,,0.0,infeasible_due_to_inherited_stock,[],historical_2024_reference_static,diagnostic replay: cross-year hourly sheet and 2024 anomaly review required; 2025 asset/cost scope reused as marked,近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,"canonicalize scheme/evidence codes and compare expansion-only, storage-only and combined options",annual_2024_scheme_action_mode,annual_diagnostic_or_formal_2025_gate,55c46d6ed7dd97a2ecabfffe782857bf0f6c412edb887225dd495ae8c2703f0c
2024,QX-00007,35,SCHEME_C0,EVIDENCE_C,ACTION_NONE,noncompliant,BDZ-00271:missing_three_scenarios,36.0,13.057754,2.7569825561118706,2.76,0.0,0.0,0.0,,0.0,0.0,2.7569825561118706,0.0,infeasible_due_to_inherited_stock,[],historical_2024_reference_static,diagnostic replay: cross-year hourly sheet and 2024 anomaly review required; 2025 asset/cost scope reused as marked,近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,"canonicalize scheme/evidence codes and compare expansion-only, storage-only and combined options",annual_2024_scheme_action_mode,annual_diagnostic_or_formal_2025_gate,55c46d6ed7dd97a2ecabfffe782857bf0f6c412edb887225dd495ae8c2703f0c
